Tollplaza_id,Tollplaza_code
4551,PCCA5979C
4775,PCA50FB36
4146,PCF91266E
4042,PC5D4DE09
4904,PC36C6441
4556,PC18C31F6
4812,PC22D9C6D
4742,PC05B8749
4788,PC00AE965
4830,PC12EEFE0
4218,PC8DF4919
4754,PC99AE725
4960,PC6A1BCA4
4090,PC1EE951B
4804,PC68484C6
4617,PC7758F89
4150,PCC8441A8
4086,PC23E470D
4730,PC7DC0964
4925,PCE5E04A2
4629,PCC5E1C04
4286,PC12BE494
4617,PC7758F89
4556,PC18C31F6
4183,PCF5E7754
4089,PC3CCA187
4230,PC19CE0DB
4615,PC1ECBA39
4720,PCDD23528
4905,PCE1EA438
4758,PCCE12794
5000,PCFE7F7FE
4360,PC084F676
4746,PC0514825
4781,PC0D83A1E
4706,PCD8D5094
4678,PCD175301
4125,PC8AAEF51
4229,PCD0DDD3D
4100,PCC6DD8D5
4812,PC22D9C6D
4574,PCC1F6F13
4902,PC425C6EC
4938,PC6C57ED3
4479,PCCA36E4D
4191,PCCC28F87
4278,PC4847214
4025,PC5ABB8E4
4700,PC14E538A
4145,PC5FBE4B8
4894,PCDADB8C6
4509,PCA2E8463
4827,PC7D68CD9
4620,PC43973F9
4569,PC20129F9
4021,PC851E565
4838,PCEECD973
4732,PCD83DE25
4691,PCFAB001F
4536,PCC6C5CFB
4898,PC0AE9E1B
4267,PCE51C5C7
4066,PC883FCA9
4934,PC3ED26A2
5010,PC028872C
4325,PC8FC83B3
4887,PC81776BA
4996,PC6A4F55F
4974,PCDEB8E32
4927,PC2D22627
4091,PC2E099B4
4105,PC43919D1
4721,PCE937423
4908,PC3D16FC5
4733,PC797AEBF
4730,PC7DC0964
4491,PCA52F720
4827,PC7D68CD9
4902,PC425C6EC
4967,PC2AFCB31
4355,PC0EF761B
4252,PCA32686D
4669,PC36675CE
4051,PC3B970F2
4139,PC924C594
4470,PCB4FF8FA
4517,PC9AF321D
4175,PC08EA270
4995,PCBE6ABE5
4616,PCE6675F9
4124,PC3338D42
4133,PC30FC453
4687,PC52E7369
4190,PCDFC1E11
4670,PC2BE6D87
4368,PC909A324
4222,PC15EC378
4184,PC43A5E42
4446,PC7F1A5B9
4042,PC5D4DE09
4396,PCA00BC1C
4855,PC03C5C15
5004,PC2111CF9
4243,PCC4F7DCE
4080,PCBE7E15B
4468,PC040ADB3
4121,PCEC57A8E
4799,PCC3A370A
4748,PCF2ECD29
4693,PCB4CDDA5
4750,PCD987A9D
4165,PC0D2B95C
4384,PC59A33DE
4929,PC9E503B6
4394,PCD3A817A
4931,PC3D30AD0
4644,PC411FDC0
4023,PC77793DF
4534,PCAD9E1F9
4835,PC4645718
4280,PC03A5F23
4266,PC39B17A9
4540,PC5CAF0A7
5010,PC028872C
4048,PC1FE6483
4810,PC2CA4087
4147,PC4D2C5A7
4082,PCF86214E
4078,PC8473A64
4695,PC4A5D62F
4973,PC9C7C18E
4699,PC2C1B987
4136,PCA579A65
4106,PC9764C98
4468,PC040ADB3
4134,PC767BBB2
4422,PCF514246
4273,PC0EF5BA6
4892,PC7AA5B2F
4230,PC19CE0DB
4240,PC72FE04B
4342,PCE7F2748
4605,PCEB27C63
4188,PCDB12C82
4001,PC58105BF
4971,PC0BD172F
4456,PC8DFF744
4975,PC818101A
4643,PC6713209
4386,PC948D5B2
4671,PCCAAFB48
4785,PC787D664
4698,PC8BCEB19
4167,PC8453073
4917,PCD8C66B1
4409,PC44E2F09
4007,PCDF9F773
5008,PC48D61BB
4574,PCC1F6F13
4712,PC94168A2
4056,PC9FBBA67
4610,PCA4D3E9B
4558,PC575F591
4589,PC1477DC9
4581,PCC347465
4802,PCBDD55F1
4722,PC035B71E
4223,PCA37D114
4576,PC394C979
4128,PCC0E7E2A
4063,PC7667A3E
4475,PCCC0D001
4888,PC46C55B4
4986,PC9787B8A
4172,PC1A43FB7
4374,PCC321538
4027,PCE7A4F34
4072,PC69F3F14
4067,PC1CCD955
4596,PC6558A56
4729,PC5170BF4
4451,PCF95BF53
4419,PC99BB7A3
4920,PC42A3AB0
4991,PC5B5C16D
4622,PCF31BD97
4642,PC17D596F
4158,PCAA68777
4392,PCAF6E464
4091,PC2E099B4
4838,PCEECD973
4328,PC3777B8E
4038,PC77889B3
4129,PCA6127FF
4478,PCB02917E
4879,PCC90A061
4924,PCE3427C5
4215,PC4C76F48
4385,PC148C815
4585,PCF3AE602
4060,PC481C9F9
4839,PCA0290AD
4442,PC05C2F86
4183,PCF5E7754
4476,PC439FA2D
4753,PC6AA246E
4437,PCBE6CB59
4418,PCF6EECB2
4032,PC578F087
4835,PC4645718
4909,PCDED6F20
4036,PCE6CC50C
4096,PCFA4F864
4081,PCC825DB2
4573,PC4D8469D
4675,PCE49911B
4480,PC9A343F9
4293,PC2A27502
4749,PC65C93B7
4110,PCF891CEB
4569,PC20129F9
4656,PC63844BC
4983,PCC3E4ADA
4289,PCF621E92
4860,PCF4A2DA9
4130,PC9F22103
4199,PC7CCC47B
4138,PC79E328A
4234,PC5EBC1E1
4084,PC71D433F
4711,PC340B4DE
4499,PC1EEDA04
4709,PCC8C7059
4452,PC8C7C5D7
4519,PC92A6471
4420,PCFDB2950
4838,PCEECD973
4203,PC5295A46
4447,PC6B030C6
4159,PC5631507
4276,PC4E15B39
4037,PC0A50259
4332,PC3B258E9
4654,PCBA5D8AB
4787,PC1BDA119
4864,PC259547F
4689,PC89C35AD
4646,PC3F8C42B
4767,PC61F3A80
4596,PC6558A56
4616,PCE6675F9
4848,PCF0FC9B2
4747,PC5E524A1
4739,PC07289CF
4655,PCF9CAB22
4473,PC51FDD60
4445,PC796A888
4189,PC7655FC1
4206,PCAC34A40
4436,PC0CF9451
4658,PC1A58039
4755,PC628DCED
4173,PC0EB640E
4522,PC0A326BE
4856,PC7C042B7
4669,PC36675CE
4096,PCFA4F864
4383,PC4BFE950
4155,PC9042B3F
4402,PC85224D1
4904,PC36C6441
4282,PCCE002E5
4553,PC1D57D7F
4318,PCAD89FE3
4605,PCEB27C63
4622,PCF31BD97
4352,PC99B9343
4142,PC7ACFF7C
4739,PC07289CF
4575,PC84D9FC1
4538,PCDE5402C
4497,PC76FDDEA
4728,PC07BF95F
4881,PCDE20E6F
4855,PC03C5C15
4836,PCE78024A
4106,PC9764C98
4448,PC19F3DBB
4518,PCC7B407A
4506,PCB24B68E
4181,PC4457F74
4423,PCF9F4940
4379,PC87C8BC4
4427,PCD70DDDF
4985,PCCA71D2C
4494,PC1592ACA
4472,PC303DD56
4222,PC15EC378
4690,PC45CC19A
4447,PC6B030C6
4422,PCF514246
4225,PCC1ED0C5
4793,PCD8E3CCB
4502,PCB2CC82C
4324,PC9C3D708
4476,PC439FA2D
4525,PCF64B519
4048,PC1FE6483
4737,PCED7EAFE
4726,PCF6540C0
4371,PC7E22FD8
4188,PCDB12C82
4961,PC92C5115
4913,PC685427C
4071,PCDBBCB68
4127,PCA2D76A5
4207,PC76EDF79
4882,PC8616CD8
4000,PC69C7DF3
4906,PC3D58C5E
4196,PC4B8A835
4125,PC8AAEF51
4349,PC5AB6779
4197,PCE32ED40
4763,PCC62D342
4933,PC419F41D
4032,PC578F087
4706,PCD8D5094
4538,PCDE5402C
4384,PC59A33DE
4400,PC3BD7D63
4035,PC1B1D964
4709,PCC8C7059
4876,PCDFCFF53
4770,PC9082A17
4472,PC303DD56
4364,PCB33ACE8
4797,PCE2D63A7
4697,PCFDB2BA6
5006,PC7A260F1
4154,PC2C2EF9E
4678,PCD175301
4919,PC7A3A5CF
4030,PCA8A9AA8
4638,PCB7AC8AA
4810,PC2CA4087
4343,PC0F6325D
4427,PCD70DDDF
4434,PCA491459
4323,PC1D9ADA9
4260,PC1A4796C
4621,PC9FB4E82
4334,PCCB383F8
4507,PC11DCA73
4846,PCBABD060
4927,PC2D22627
4736,PC6A65941
4793,PCD8E3CCB
4453,PC5EC8DF5
4875,PC40FC710
4435,PC3E78C17
4254,PC0C0EE22
4664,PC52D063A
4876,PCDFCFF53
4270,PC8F72158
4003,PC83F544D
4490,PC89C1789
4872,PC5B45CE7
4358,PC32FB72C
4596,PC6558A56
4519,PC92A6471
4470,PCB4FF8FA
4550,PC21A1833
4266,PC39B17A9
4895,PC37F171A
4711,PC340B4DE
4997,PC8111910
4131,PC4C9B108
4809,PCAD363FC
4908,PC3D16FC5
4369,PCD5CBB82
4226,PCDC5C9E2
4273,PC0EF5BA6
4183,PCF5E7754
4123,PCDE850D8
4879,PCC90A061
4258,PCAC64E67
4061,PC3A63A79
4369,PCD5CBB82
4223,PCA37D114
4010,PC3A7AACB
4502,PCB2CC82C
4114,PC4CD2B81
4489,PCEFF6088
4370,PC70B7987
4951,PCE9CE23F
4231,PC016D687
4172,PC1A43FB7
4330,PCBD023A3
4218,PC8DF4919
4541,PCC6A4CD8
4297,PCDE89544
4920,PC42A3AB0
4797,PCE2D63A7
4267,PCE51C5C7
4741,PC85A4D4B
4371,PC7E22FD8
4892,PC7AA5B2F
4383,PC4BFE950
4951,PCE9CE23F
4442,PC05C2F86
4694,PCBCF42C2
4194,PC96AD1EB
4872,PC5B45CE7
4194,PC96AD1EB
4282,PCCE002E5
4202,PC65AA714
4067,PC1CCD955
4405,PC70CA955
4822,PCD1EB220
4100,PCC6DD8D5
4362,PC670999C
4655,PCF9CAB22
4206,PCAC34A40
4909,PCDED6F20
4635,PC3C8B99E
4378,PC074E6A8
4808,PC2729737
4302,PCBA83119
4221,PC90AAFDA
4387,PCE2B9376
4904,PC36C6441
4465,PCA227C6B
4863,PCA8F9E50
4965,PCA0BAE0F
4412,PC821BC98
4861,PC670F1AC
4420,PCFDB2950
4026,PC2CE9851
4108,PC7C55512
4123,PCDE850D8
4313,PC6D0FC31
4936,PC7157CF3
4631,PCFFF6463
4326,PC356AE8F
4030,PCA8A9AA8
4654,PCBA5D8AB
4519,PC92A6471
4544,PC1893678
4671,PCCAAFB48
4354,PC0671DD4
4989,PC7D7AE48
4155,PC9042B3F
4801,PC119E3A6
4570,PCAE45EC0
4134,PC767BBB2
4071,PCDBBCB68
4183,PCF5E7754
4099,PC97F19B1
4153,PC88C655C
4219,PC40E6113
4786,PCB7F1F8A
4149,PC99F9ABD
4967,PC2AFCB31
4574,PCC1F6F13
4506,PCB24B68E
4532,PC8DD921E
4624,PCDF73A3C
4219,PC40E6113
5003,PCAC9371E
4209,PC494D54E
4736,PC6A65941
4733,PC797AEBF
4387,PCE2B9376
4303,PC2E2E0C0
4720,PCDD23528
4661,PC1585DF2
4539,PC684859B
4373,PC8806694
4303,PC2E2E0C0
4405,PC70CA955
4396,PCA00BC1C
4894,PCDADB8C6
4712,PC94168A2
4953,PC1E2B07E
4256,PC9DD0BBD
4575,PC84D9FC1
4585,PCF3AE602
4631,PCFFF6463
4798,PC17F8052
4421,PCED2DB6F
4911,PCBEF8EE1
4062,PCDA37101
4628,PC34C1DCB
4698,PC8BCEB19
4249,PC6D2FAD0
4958,PC8A8976A
4282,PCCE002E5
4182,PC5EBB0FA
4727,PC52E71B8
4326,PC356AE8F
4462,PCE29AA1A
4671,PCCAAFB48
4627,PCA965149
4749,PC65C93B7
4015,PC524833E
4643,PC6713209
4130,PC9F22103
4209,PC494D54E
4257,PC1AB9C93
4097,PCB1B5BEC
4882,PC8616CD8
4556,PC18C31F6
4130,PC9F22103
4198,PCB0994D1
4373,PC8806694
4836,PCE78024A
4769,PC10C50DC
4370,PC70B7987
4959,PC4A7B00C
4746,PC0514825
4548,PC4486317
4474,PCFEAE55E
4259,PCBB65EF4
4064,PC0B32B5B
4889,PC3547FAD
4263,PCD6DBA1D
4595,PC64281F6
4423,PCF9F4940
4673,PC66E7418
4314,PC7E9E8F3
4446,PC7F1A5B9
4750,PCD987A9D
4909,PCDED6F20
4693,PCB4CDDA5
4748,PCF2ECD29
4595,PC64281F6
4900,PCFE8B604
4319,PCAD79413
4749,PC65C93B7
4650,PC544AE70
4628,PC34C1DCB
4307,PC87D90FE
4699,PC2C1B987
4289,PCF621E92
4427,PCD70DDDF
4543,PC74F5EBA
4260,PC1A4796C
4227,PCD8346A6
4491,PCA52F720
4207,PC76EDF79
4595,PC64281F6
4146,PCF91266E
4947,PCE4A44BE
4350,PCEDD7E85
4585,PCF3AE602
4741,PC85A4D4B
4065,PC3B514E2
4936,PC7157CF3
4340,PC3A6DBC9
4323,PC1D9ADA9
4246,PC95F5F6B
4729,PC5170BF4
4848,PCF0FC9B2
4745,PC6397888
4115,PCF5D4B0A
4256,PC9DD0BBD
4477,PCA857A23
4162,PC51A39A7
4812,PC22D9C6D
4070,PCEECA8B2
4548,PC4486317
4394,PCD3A817A
4944,PC41EEC34
4091,PC2E099B4
4229,PCD0DDD3D
4587,PC576A3BA
4657,PCC591410
4347,PC3EC1FDF
4588,PC3172195
4847,PCD546332
4490,PC89C1789
4651,PC12D9486
4667,PCD540B2F
4064,PC0B32B5B
4932,PC46C4A27
4149,PC99F9ABD
4639,PC879E7AB
4698,PC8BCEB19
4939,PCF263A5E
4231,PC016D687
4683,PC96978C6
4794,PC4E1366E
4632,PCC1FFE5B
4242,PCECC4DE2
4424,PC51E7EF8
4301,PC540E129
4681,PCBEB4D23
4847,PCD546332
4488,PC19D06B0
4762,PC1A3D20B
4600,PCB99E8F9
4930,PC22F748B
4912,PC526B1EC
4487,PCA92F2BD
4990,PCFE28E92
4898,PC0AE9E1B
4560,PC5030572
4057,PC4B0DCD2
4308,PC94E7A96
4677,PCA9D6EEE
4674,PC795E7B9
4269,PCC7106FF
4820,PCC30C735
4350,PCEDD7E85
4031,PC0214185
4420,PCFDB2950
4123,PCDE850D8
4127,PCA2D76A5
4886,PC4D892D7
4443,PCC139BD8
4142,PC7ACFF7C
4904,PC36C6441
4841,PCE45DE8D
4253,PC82A16E6
4737,PCED7EAFE
4486,PC3AF69A3
4112,PCEA652A8
5005,PC408264D
4313,PC6D0FC31
4362,PC670999C
4047,PC6D105CF
4400,PC3BD7D63
4306,PC5D6563A
4688,PCCB4C86D
5007,PC869BDE8
4030,PCA8A9AA8
4007,PCDF9F773
4632,PCC1FFE5B
4888,PC46C55B4
4988,PC46BE0B2
4142,PC7ACFF7C
4784,PCDB42B34
4240,PC72FE04B
4283,PC953B572
4513,PC52F533C
4054,PC7E79FA0
4833,PC71A1452
4284,PC0DB49FD
4348,PCD66314D
4617,PC7758F89
4909,PCDED6F20
4301,PC540E129
4160,PC6DC0ACF
4856,PC7C042B7
4317,PC0DC6CAB
4172,PC1A43FB7
4695,PC4A5D62F
4737,PCED7EAFE
4601,PCC932802
4862,PC3BDDA71
4907,PCCEEF65A
4615,PC1ECBA39
4879,PCC90A061
4764,PCF6B0D12
4519,PC92A6471
4185,PC7F5C566
4669,PC36675CE
4013,PCE5BA2CE
4533,PC8DA1D3B
4293,PC2A27502
4129,PCA6127FF
4493,PC124B4C0
4750,PCD987A9D
4909,PCDED6F20
4017,PCC090C3A
4693,PCB4CDDA5
4600,PCB99E8F9
4519,PC92A6471
4270,PC8F72158
4832,PC34ECAB5
4560,PC5030572
4636,PCDECFC74
4433,PC1DEB043
4630,PCA26D872
4448,PC19F3DBB
4624,PCDF73A3C
4922,PC785D63F
4376,PCA283923
4724,PC3DE08BF
4600,PCB99E8F9
4177,PC9194382
4822,PCD1EB220
4756,PC8AEC6E8
4073,PCA3797CA
4902,PC425C6EC
4482,PCB6A16D7
4989,PC7D7AE48
4611,PC2EBEAB9
4060,PC481C9F9
4981,PC6B14C5D
4103,PC2B868A9
4653,PC1CE4935
4620,PC43973F9
4345,PCAC01231
4496,PC3FD65C8
4828,PCF712D1A
4535,PC1BC7FA5
4242,PCECC4DE2
4949,PC86E9EB7
4242,PCECC4DE2
4885,PC5083F35
4833,PC71A1452
4100,PCC6DD8D5
4395,PC6F25DF0
4267,PCE51C5C7
4097,PCB1B5BEC
4646,PC3F8C42B
4780,PC0A717C4
4473,PC51FDD60
4631,PCFFF6463
4532,PC8DD921E
4524,PCF8BB245
4317,PC0DC6CAB
4989,PC7D7AE48
4023,PC77793DF
4288,PC12AA919
4296,PCA24C1E1
4927,PC2D22627
4440,PCBE1B45D
4376,PCA283923
4332,PC3B258E9
4724,PC3DE08BF
4121,PCEC57A8E
4749,PC65C93B7
4640,PCC993FB3
4103,PC2B868A9
4335,PC76935F9
4458,PCECEBBFA
4432,PC4CBEFF5
4052,PC25E70B7
4070,PCEECA8B2
4812,PC22D9C6D
4871,PC397AFA3
4712,PC94168A2
4960,PC6A1BCA4
4261,PC84FFC9D
4678,PCD175301
4555,PC06A0237
4623,PCAA67227
4420,PCFDB2950
4063,PC7667A3E
4627,PCA965149
4183,PCF5E7754
4585,PCF3AE602
4666,PCE8CBA37
4842,PC16F5A24
4391,PCCFD9AB6
4202,PC65AA714
4386,PC948D5B2
4886,PC4D892D7
4063,PC7667A3E
4624,PCDF73A3C
4101,PCCC8F243
4418,PCF6EECB2
4141,PC13CB69B
4613,PCEBBFFB5
4171,PC36C9AE8
4365,PC0F226DF
4240,PC72FE04B
4359,PCB27CFF1
4522,PC0A326BE
4745,PC6397888
4737,PCED7EAFE
4285,PCB524A9F
4892,PC7AA5B2F
4352,PC99B9343
4182,PC5EBB0FA
4611,PC2EBEAB9
4925,PCE5E04A2
4376,PCA283923
4812,PC22D9C6D
4974,PCDEB8E32
4107,PC7607A5D
4853,PC214FB8E
4856,PC7C042B7
4473,PC51FDD60
4003,PC83F544D
4284,PC0DB49FD
4176,PC11E9595
4438,PC665A28E
4110,PCF891CEB
4730,PC7DC0964
4576,PC394C979
4820,PCC30C735
4184,PC43A5E42
4282,PCCE002E5
4435,PC3E78C17
4921,PCA70760B
4750,PCD987A9D
4954,PCA276EBB
4321,PC591BDF7
4358,PC32FB72C
4434,PCA491459
4760,PC161AC8D
4764,PCF6B0D12
4917,PCD8C66B1
4853,PC214FB8E
4194,PC96AD1EB
4817,PCFF02057
4924,PCE3427C5
4571,PC2308E9E
4528,PC1269226
4052,PC25E70B7
4060,PC481C9F9
4093,PC951FE7E
4187,PCF8D98DC
4603,PC485BE5B
4223,PCA37D114
4913,PC685427C
4702,PCDBC3AC9
4058,PC3415EA4
4151,PC0AB2B55
4594,PC59414DA
4601,PCC932802
4129,PCA6127FF
4406,PC7A54E18
4834,PCB228987
4517,PC9AF321D
4954,PCA276EBB
4443,PCC139BD8
4299,PCAD3B9BC
4867,PC5A6D86E
4382,PCB7341F4
4551,PCCA5979C
4034,PCFC754C7
4928,PC16E79D4
4575,PC84D9FC1
4310,PCC08F8BB
4398,PCE60D320
4525,PCF64B519
4005,PCB3DF742
4484,PCEF56843
4711,PC340B4DE
4372,PC1E0F3B6
4237,PC51D1059
4327,PC16F59EC
4525,PCF64B519
4414,PC40BD0F3
4759,PC4A6C6D9
4308,PC94E7A96
4041,PCB566359
4715,PCFA0E4C0
4546,PCEF3EBBC
4452,PC8C7C5D7
4425,PC41B834E
4571,PC2308E9E
4131,PC4C9B108
4286,PC12BE494
4270,PC8F72158
4305,PCF4DA5CE
4992,PCFF0FEB0
4154,PC2C2EF9E
4143,PC5F47DCF
4641,PCAA9F518
4177,PC9194382
4192,PC74F6341
4619,PC2EFBBE0
4114,PC4CD2B81
4586,PC4A40D50
4473,PC51FDD60
4924,PCE3427C5
4534,PCAD9E1F9
4219,PC40E6113
4574,PCC1F6F13
4282,PCCE002E5
4045,PCE952492
4135,PCC943ECD
4189,PC7655FC1
4246,PC95F5F6B
4067,PC1CCD955
4799,PCC3A370A
4086,PC23E470D
4770,PC9082A17
4126,PC74CE451
4776,PC6906524
4501,PC5D41947
4747,PC5E524A1
4200,PCBA86754
4788,PC00AE965
4830,PC12EEFE0
4090,PC1EE951B
4122,PC8ED616E
4941,PCA6403C1
4417,PC208F9BB
4567,PC2C5C1F3
4968,PC251D4C1
4157,PC7305E43
4119,PC9EBEDB5
4452,PC8C7C5D7
4799,PCC3A370A
4754,PC99AE725
4310,PCC08F8BB
4086,PC23E470D
4454,PC94C0945
4602,PC0D3474E
4367,PC8D90EF0
4745,PC6397888
4078,PC8473A64
4914,PC2F353E1
4068,PC55432DA
4924,PCE3427C5
4028,PCE75C5C8
4905,PCE1EA438
4094,PC53A52CB
4737,PCED7EAFE
4922,PC785D63F
4377,PC4AC8EAD
4751,PCD33B3C9
4724,PC3DE08BF
4451,PCF95BF53
4788,PC00AE965
4999,PCE976BA1
4580,PC48664B7
4737,PCED7EAFE
4109,PC7057B6A
4334,PCCB383F8
4757,PC126524C
4430,PC52EA95D
4595,PC64281F6
4654,PCBA5D8AB
4690,PC45CC19A
4618,PC8F4AF85
4902,PC425C6EC
4189,PC7655FC1
4268,PC6CC51DA
4930,PC22F748B
4330,PCBD023A3
4562,PC4C95CA2
4177,PC9194382
4777,PCB1132AC
4706,PCD8D5094
4003,PC83F544D
4942,PCD51A740
4434,PCA491459
4676,PC9798721
4584,PC1085B78
4145,PC5FBE4B8
4877,PC155D90A
4653,PC1CE4935
4320,PC40C93B0
4652,PC74A3585
4892,PC7AA5B2F
4381,PC9DD9DCD
4283,PC953B572
4475,PCCC0D001
4548,PC4486317
4226,PCDC5C9E2
4114,PC4CD2B81
4657,PCC591410
4772,PC7368097
4348,PCD66314D
4057,PC4B0DCD2
4874,PC9F481D4
4325,PC8FC83B3
4140,PC5D4821F
4666,PCE8CBA37
4989,PC7D7AE48
4317,PC0DC6CAB
4843,PC400DFFE
4462,PCE29AA1A
4769,PC10C50DC
4900,PCFE8B604
4902,PC425C6EC
4177,PC9194382
4656,PC63844BC
4268,PC6CC51DA
4548,PC4486317
4175,PC08EA270
4690,PC45CC19A
4000,PC69C7DF3
